dpi,y,group
1,10.679995135639178,vax
2,10.679995135639178,vax
3,12.181864659128932,vax
4,23.51949936784772,vax
6,5.779693498114199,vax
6,1888.8179150276899,vax
8,5.779693498114199,vax
8,5.779693498114199,vax
10,5.779693498114199,vax
10,6.038800528399001,vax
13,5.779693498114199,vax
13,5.779693498114199,vax
