dpi,y,group
1,2319.4499192242984,vax
2,1942.9500512592856,vax
3,3305.4530566125245,vax
4,37750.54370297211,vax
6,3305.4530566125245,vax
6,194295.05982536223,vax
8,801.3943649507786,vax
8,56.23397223,vax
10,114.20686682405783,vax
10,27.68906185,vax
13,24.24461833318017,vax
13,10.452765507460164,vax
